"dep";"sexe";"jour";"hosp";"rea";"dc";"rad"
"48";2;"2020-08-23";1;0;0;11
"49";0;"2020-08-23";26;4;142;669
"49";1;"2020-08-23";16;3;89;330
"49";2;"2020-08-23";9;0;53;338
"50";0;"2020-08-23";9;0;50;169
"50";1;"2020-08-23";6;0;24;87
"50";2;"2020-08-23";3;0;26;80
"51";0;"2020-08-23";49;7;270;1039
"51";1;"2020-08-23";24;4;157;499
"51";2;"2020-08-23";25;3;111;533
"52";0;"2020-08-23";18;0;90;260
"52";1;"2020-08-23";4;0;43;129
"52";2;"2020-08-23";12;0;47;130
"53";0;"2020-08-23";19;2;47;233
"53";1;"2020-08-23";10;1;28;110
"53";2;"2020-08-23";9;1;19;122
"54";0;"2020-08-23";44;0;365;1260
"54";1;"2020-08-23";17;0;215;615
"54";2;"2020-08-23";26;0;150;637
"55";0;"2020-08-23";2;0;103;503
"55";1;"2020-08-23";2;0;57;250
"55";2;"2020-08-23";0;0;46;253
"56";0;"2020-08-23";18;1;96;442
"56";1;"2020-08-23";12;1;60;235
"56";2;"2020-08-23";6;0;36;206
"57";0;"2020-08-23";95;3;852;2571
"57";1;"2020-08-23";52;2;483;1292
"57";2;"2020-08-23";43;1;364;1270
"58";0;"2020-08-23";0;0;28;99
"58";1;"2020-08-23";0;0;16;34
"58";2;"2020-08-23";0;0;12;65
"59";0;"2020-08-23";153;17;675;2673
"59";1;"2020-08-23";75;12;358;1317
"59";2;"2020-08-23";76;4;313;1349
"60";0;"2020-08-23";135;3;420;1213
"60";1;"2020-08-23";65;2;238;591
"60";2;"2020-08-23";70;1;182;619
"61";0;"2020-08-23";16;0;43;255
"61";1;"2020-08-23";9;0;28;106
"61";2;"2020-08-23";6;0;15;148
"62";0;"2020-08-23";94;10;322;1428
"62";1;"2020-08-23";50;8;177;686
"62";2;"2020-08-23";42;2;144;731
"63";0;"2020-08-23";17;1;45;186
"63";1;"2020-08-23";10;1;27;96
"63";2;"2020-08-23";7;0;18;90
"64";0;"2020-08-23";3;1;27;231
"64";1;"2020-08-23";0;0;20;122
"64";2;"2020-08-23";3;1;7;108
"65";0;"2020-08-23";5;0;27;160
"65";1;"2020-08-23";3;0;14;76
"65";2;"2020-08-23";2;0;13;84
"66";0;"2020-08-23";5;3;35;283
"66";1;"2020-08-23";2;1;17;124
"66";2;"2020-08-23";3;2;18;159
"67";0;"2020-08-23";123;3;675;2707
"67";1;"2020-08-23";62;3;388;1439
"67";2;"2020-08-23";61;0;286;1259
"68";0;"2020-08-23";142;7;827;3051
"68";1;"2020-08-23";75;5;500;1599
"68";2;"2020-08-23";64;2;322;1441
"69";0;"2020-08-23";76;8;668;3169
"69";1;"2020-08-23";37;4;371;1520
"69";2;"2020-08-23";37;4;286;1613
"70";0;"2020-08-23";0;0;77;309
"70";1;"2020-08-23";0;0;51;163
"70";2;"2020-08-23";0;0;26;145
"71";0;"2020-08-23";3;1;202;794
"71";1;"2020-08-23";2;1;108;354
"71";2;"2020-08-23";1;0;94;438
"72";0;"2020-08-23";33;2;88;421
"72";1;"2020-08-23";19;2;48;206
"72";2;"2020-08-23";14;0;40;215
"73";0;"2020-08-23";4;2;75;430
"73";1;"2020-08-23";3;2;41;190
"73";2;"2020-08-23";1;0;34;240
"74";0;"2020-08-23";25;0;169;936
"74";1;"2020-08-23";17;0;110;498
"74";2;"2020-08-23";7;0;59;433
"75";0;"2020-08-23";297;40;1799;6556
"75";1;"2020-08-23";150;30;1131;3657
"75";2;"2020-08-23";144;9;660;2859
"76";0;"2020-08-23";25;1;184;840
"76";1;"2020-08-23";13;0;109;410
"76";2;"2020-08-23";11;1;74;428
"77";0;"2020-08-23";163;17;715;2818
"77";1;"2020-08-23";89;10;430;1553
"77";2;"2020-08-23";73;7;285;1254
"78";0;"2020-08-23";240;13;542;2424
"78";1;"2020-08-23";128;10;321;1266
"78";2;"2020-08-23";112;3;220;1151
"79";0;"2020-08-23";0;0;22;71
"79";1;"2020-08-23";0;0;11;36
"79";2;"2020-08-23";0;0;11;35
"80";0;"2020-08-23";45;4;233;758
"80";1;"2020-08-23";16;0;138;365
"80";2;"2020-08-23";29;4;95;384
"81";0;"2020-08-23";9;1;23;125
"81";1;"2020-08-23";7;1;9;59
"81";2;"2020-08-23";2;0;14;66
"82";0;"2020-08-23";4;0;7;44
"82";1;"2020-08-23";3;0;7;24
"82";2;"2020-08-23";1;0;0;20
"83";0;"2020-08-23";58;4;143;1028
"83";1;"2020-08-23";30;3;78;580
"83";2;"2020-08-23";28;1;64;446
"84";0;"2020-08-23";10;3;39;271
"84";1;"2020-08-23";7;3;27;142
"84";2;"2020-08-23";3;0;12;129
"85";0;"2020-08-23";9;0;43;276
"85";1;"2020-08-23";3;0;27;149
"85";2;"2020-08-23";6;0;16;126
"86";0;"2020-08-23";2;0;40;151
"86";1;"2020-08-23";1;0;23;83
"86";2;"2020-08-23";1;0;17;68
"87";0;"2020-08-23";1;0;25;135
"87";1;"2020-08-23";0;0;13;63
"87";2;"2020-08-23";1;0;12;71
"88";0;"2020-08-23";12;0;266;746
"88";1;"2020-08-23";5;0;154;371
"88";2;"2020-08-23";7;0;112;374
"89";0;"2020-08-23";10;1;95;408
"89";1;"2020-08-23";7;1;51;201
"89";2;"2020-08-23";3;0;43;206
"90";0;"2020-08-23";2;1;200;564
"90";1;"2020-08-23";2;1;112;304
"90";2;"2020-08-23";0;0;88;260
"91";0;"2020-08-23";251;14;545;2514
"91";1;"2020-08-23";116;9;305;1341
"91";2;"2020-08-23";128;5;237;1161
"92";0;"2020-08-23";528;46;1103;4704
"92";1;"2020-08-23";281;31;638;2543
"92";2;"2020-08-23";240;12;461;2148
"93";0;"2020-08-23";430;20;1020;4083
"93";1;"2020-08-23";238;14;618;2214
"93";2;"2020-08-23";190;6;398;1847
"94";0;"2020-08-23";311;15;1226;4548
"94";1;"2020-08-23";157;11;707;2337
"94";2;"2020-08-23";153;4;506;2178
"95";0;"2020-08-23";223;5;727;2766
"95";1;"2020-08-23";100;3;452;1576
"95";2;"2020-08-23";122;2;275;1181
"971";0;"2020-08-23";11;7;19;90
"971";1;"2020-08-23";8;5;10;48
"971";2;"2020-08-23";3;2;9;42
"972";0;"2020-08-23";11;3;17;99
"972";1;"2020-08-23";7;2;13;54
"972";2;"2020-08-23";4;1;4;45
"973";0;"2020-08-23";82;16;51;1419
"973";1;"2020-08-23";35;10;36;603
"973";2;"2020-08-23";46;6;15;815
"974";0;"2020-08-23";45;9;6;193
"974";1;"2020-08-23";31;6;2;103
"974";2;"2020-08-23";13;3;4;90
"976";0;"2020-08-23";6;1;28;438
"976";1;"2020-08-23";4;1;18;203
"976";2;"2020-08-23";2;0;10;230
"01";0;"2020-08-24";25;1;105;460
"01";1;"2020-08-24";14;1;61;234
"01";2;"2020-08-24";11;0;44;224
"02";0;"2020-08-24";44;3;286;1120
"02";1;"2020-08-24";30;2;172;493
"02";2;"2020-08-24";14;1;112;625
"03";0;"2020-08-24";1;0;41;207
"03";1;"2020-08-24";1;0;22;87
"03";2;"2020-08-24";0;0;19;119
"04";0;"2020-08-24";4;1;13;133
"04";1;"2020-08-24";3;1;9;56
"04";2;"2020-08-24";1;0;4;77
"05";0;"2020-08-24";3;2;19;140
"05";1;"2020-08-24";1;1;9;74
"05";2;"2020-08-24";2;1;10;66
"06";0;"2020-08-24";67;7;193;862
"06";1;"2020-08-24";36;5;100;425
"06";2;"2020-08-24";31;2;92;422
"07";0;"2020-08-24";12;1;115;442
"07";1;"2020-08-24";6;1;81;215
"07";2;"2020-08-24";6;0;33;225
"08";0;"2020-08-24";1;0;60;220
"08";1;"2020-08-24";0;0;37;103
"08";2;"2020-08-24";1;0;22;115
"09";0;"2020-08-24";0;0;2;34
"09";1;"2020-08-24";0;0;2;16
"09";2;"2020-08-24";0;0;0;18
"10";0;"2020-08-24";23;0;137;643
"10";1;"2020-08-24";13;0;88;335
"10";2;"2020-08-24";10;0;49;305
"11";0;"2020-08-24";6;1;59;237
"11";1;"2020-08-24";6;1;42;124
"11";2;"2020-08-24";0;0;17;113
"12";0;"2020-08-24";3;1;24;151
"12";1;"2020-08-24";2;1;15;70
"12";2;"2020-08-24";1;0;9;81
"13";0;"2020-08-24";212;20;578;3739
"13";1;"2020-08-24";115;13;328;1909
"13";2;"2020-08-24";93;7;249;1795
"14";0;"2020-08-24";6;0;84;349
"14";1;"2020-08-24";3;0;58;166
"14";2;"2020-08-24";3;0;26;183
"15";0;"2020-08-24";2;0;9;53
"15";1;"2020-08-24";2;0;6;30
"15";2;"2020-08-24";0;0;3;23
"16";0;"2020-08-24";1;0;13;61
"16";1;"2020-08-24";1;0;8;39
"16";2;"2020-08-24";0;0;5;22
"17";0;"2020-08-24";5;1;51;151
"17";1;"2020-08-24";4;1;33;83
"17";2;"2020-08-24";1;0;18;68
"18";0;"2020-08-24";1;0;85;205
"18";1;"2020-08-24";0;0;41;101
"18";2;"2020-08-24";1;0;44;103
"19";0;"2020-08-24";3;0;37;159
"19";1;"2020-08-24";3;0;28;85
"19";2;"2020-08-24";0;0;9;74
"21";0;"2020-08-24";4;1;251;957
"21";1;"2020-08-24";3;1;144;436
"21";2;"2020-08-24";1;0;107;517
"22";0;"2020-08-24";6;0;40;231
"22";1;"2020-08-24";3;0;24;108
"22";2;"2020-08-24";3;0;16;123
"23";0;"2020-08-24";2;2;15;84
"23";1;"2020-08-24";2;2;8;47
"23";2;"2020-08-24";0;0;7;37
"24";0;"2020-08-24";1;0;14;98
"24";1;"2020-08-24";0;0;7;54
"24";2;"2020-08-24";1;0;7;44
"25";0;"2020-08-24";3;1;152;642
"25";1;"2020-08-24";1;0;87;330
"25";2;"2020-08-24";2;1;64;312
"26";0;"2020-08-24";6;1;128;540
"26";1;"2020-08-24";3;0;78;289
"26";2;"2020-08-24";3;1;50;251
"27";0;"2020-08-24";15;0;85;272
"27";1;"2020-08-24";9;0;41;126
"27";2;"2020-08-24";6;0;44;145
"28";0;"2020-08-24";9;1;145;602
"28";1;"2020-08-24";8;1;73;294
"28";2;"2020-08-24";1;0;70;291
"29";0;"2020-08-24";7;0;44;196
"29";1;"2020-08-24";2;0;28;111
"29";2;"2020-08-24";5;0;16;82
"2A";0;"2020-08-24";4;0;48;148
"2A";1;"2020-08-24";2;0;27;64
"2A";2;"2020-08-24";2;0;21;84
"2B";0;"2020-08-24";2;2;11;108
"2B";1;"2020-08-24";2;2;6;59
"2B";2;"2020-08-24";0;0;5;49
"30";0;"2020-08-24";5;1;98;378
"30";1;"2020-08-24";1;0;51;193
"30";2;"2020-08-24";4;1;47;185
"31";0;"2020-08-24";43;5;77;706
"31";1;"2020-08-24";31;4;48;399
"31";2;"2020-08-24";12;1;29;306
"32";0;"2020-08-24";2;0;23;88
"32";1;"2020-08-24";2;0;14;47
"32";2;"2020-08-24";0;0;9;40
"33";0;"2020-08-24";44;9;163;1014
"33";1;"2020-08-24";29;6;82;506
"33";2;"2020-08-24";14;3;81;505
"34";0;"2020-08-24";19;4;123;755
"34";1;"2020-08-24";11;3;71;390
"34";2;"2020-08-24";8;1;52;361
"35";0;"2020-08-24";33;5;89;506
"35";1;"2020-08-24";15;2;46;282
"35";2;"2020-08-24";18;3;43;222
"36";0;"2020-08-24";8;1;82;193
"36";1;"2020-08-24";5;1;43;86
"36";2;"2020-08-24";3;0;39;106
"37";0;"2020-08-24";10;1;92;379
"37";1;"2020-08-24";6;0;61;170
"37";2;"2020-08-24";4;1;31;208
"38";0;"2020-08-24";24;3;153;730
"38";1;"2020-08-24";7;2;88;353
"38";2;"2020-08-24";16;1;65;369
"39";0;"2020-08-24";0;0;60;328
"39";1;"2020-08-24";0;0;30;144
"39";2;"2020-08-24";0;0;30;183
"40";0;"2020-08-24";2;0;13;76
"40";1;"2020-08-24";1;0;7;44
"40";2;"2020-08-24";1;0;6;32
"41";0;"2020-08-24";11;0;64;332
"41";1;"2020-08-24";7;0;36;167
"41";2;"2020-08-24";4;0;28;164
"42";0;"2020-08-24";47;2;248;1015
"42";1;"2020-08-24";29;2;169;525
"42";2;"2020-08-24";18;0;79;490
"43";0;"2020-08-24";2;1;18;108
"43";1;"2020-08-24";1;1;11;43
"43";2;"2020-08-24";1;0;7;65
"44";0;"2020-08-24";19;4;168;768
"44";1;"2020-08-24";11;2;101;392
"44";2;"2020-08-24";8;2;67;375
"45";0;"2020-08-24";22;4;104;661
"45";1;"2020-08-24";13;3;65;335
"45";2;"2020-08-24";9;1;39;325
"46";0;"2020-08-24";1;0;22;70
"46";1;"2020-08-24";0;0;10;35
"46";2;"2020-08-24";1;0;12;35
"47";0;"2020-08-24";11;1;11;83
"47";1;"2020-08-24";3;1;10;45
"47";2;"2020-08-24";8;0;1;38
"48";0;"2020-08-24";1;0;1;24
"48";1;"2020-08-24";0;0;1;13
"48";2;"2020-08-24";1;0;0;11
"49";0;"2020-08-24";26;3;143;669
"49";1;"2020-08-24";15;2;90;330
"49";2;"2020-08-24";10;0;53;338
"50";0;"2020-08-24";11;1;50;169
"50";1;"2020-08-24";7;0;24;87
"50";2;"2020-08-24";4;1;26;80
"51";0;"2020-08-24";49;7;270;1039
"51";1;"2020-08-24";24;4;157;499
"51";2;"2020-08-24";25;3;111;533
"52";0;"2020-08-24";18;0;90;260
"52";1;"2020-08-24";4;0;43;129
"52";2;"2020-08-24";12;0;47;130
"53";0;"2020-08-24";21;2;47;233
"53";1;"2020-08-24";11;1;28;110
"53";2;"2020-08-24";10;1;19;122
"54";0;"2020-08-24";41;0;365;1263
"54";1;"2020-08-24";16;0;215;616
"54";2;"2020-08-24";24;0;150;639
"55";0;"2020-08-24";1;0;103;504
"55";1;"2020-08-24";1;0;57;251
"55";2;"2020-08-24";0;0;46;253
"56";0;"2020-08-24";18;1;96;442
"56";1;"2020-08-24";12;1;60;235
"56";2;"2020-08-24";6;0;36;206
"57";0;"2020-08-24";93;3;852;2574
"57";1;"2020-08-24";52;2;483;1292
"57";2;"2020-08-24";41;1;364;1273
"58";0;"2020-08-24";0;0;28;99
"58";1;"2020-08-24";0;0;16;34
"58";2;"2020-08-24";0;0;12;65
"59";0;"2020-08-24";152;18;676;2687
"59";1;"2020-08-24";77;13;359;1323
"59";2;"2020-08-24";73;4;313;1357
"60";0;"2020-08-24";135;2;420;1214
"60";1;"2020-08-24";65;1;238;591
"60";2;"2020-08-24";70;1;182;620
"61";0;"2020-08-24";17;1;43;256
"61";1;"2020-08-24";9;0;28;106
"61";2;"2020-08-24";7;1;15;149
"62";0;"2020-08-24";91;9;322;1433
"62";1;"2020-08-24";46;7;177;691
"62";2;"2020-08-24";43;2;144;731
"63";0;"2020-08-24";16;1;45;187
"63";1;"2020-08-24";10;1;27;96
"63";2;"2020-08-24";6;0;18;91
"64";0;"2020-08-24";3;1;27;231
"64";1;"2020-08-24";0;0;20;122
"64";2;"2020-08-24";3;1;7;108
"65";0;"2020-08-24";6;0;27;160
"65";1;"2020-08-24";3;0;14;76
"65";2;"2020-08-24";3;0;13;84
"66";0;"2020-08-24";7;3;35;283
"66";1;"2020-08-24";4;1;17;124
"66";2;"2020-08-24";3;2;18;159
"67";0;"2020-08-24";124;4;675;2715
"67";1;"2020-08-24";63;4;388;1443
"67";2;"2020-08-24";61;0;286;1263
"68";0;"2020-08-24";141;7;827;3054
"68";1;"2020-08-24";75;5;500;1600
"68";2;"2020-08-24";63;2;322;1443
"69";0;"2020-08-24";83;9;668;3170
"69";1;"2020-08-24";41;4;371;1520
"69";2;"2020-08-24";40;5;286;1614
"70";0;"2020-08-24";0;0;77;309
"70";1;"2020-08-24";0;0;51;163
"70";2;"2020-08-24";0;0;26;145
"71";0;"2020-08-24";3;1;202;794
"71";1;"2020-08-24";2;1;108;354
"71";2;"2020-08-24";1;0;94;438
"72";0;"2020-08-24";34;1;88;423
"72";1;"2020-08-24";18;1;48;208
"72";2;"2020-08-24";16;0;40;215
"73";0;"2020-08-24";3;1;75;431
"73";1;"2020-08-24";2;1;41;191
"73";2;"2020-08-24";1;0;34;240
"74";0;"2020-08-24";27;0;169;937
"74";1;"2020-08-24";18;0;110;499
"74";2;"2020-08-24";8;0;59;433
"75";0;"2020-08-24";299;41;1799;6563
"75";1;"2020-08-24";152;31;1131;3661
"75";2;"2020-08-24";144;9;660;2862
"76";0;"2020-08-24";24;1;184;841
"76";1;"2020-08-24";12;0;109;411
"76";2;"2020-08-24";11;1;74;428
"77";0;"2020-08-24";155;16;715;2824
"77";1;"2020-08-24";86;9;430;1554
"77";2;"2020-08-24";68;7;285;1259
"78";0;"2020-08-24";237;13;542;2429
"78";1;"2020-08-24";125;10;321;1270
"78";2;"2020-08-24";112;3;220;1152
"79";0;"2020-08-24";1;0;22;71
"79";1;"2020-08-24";1;0;11;36
"79";2;"2020-08-24";0;0;11;35
"80";0;"2020-08-24";42;4;233;761
"80";1;"2020-08-24";15;0;138;366
"80";2;"2020-08-24";27;4;95;386
"81";0;"2020-08-24";9;1;23;125
"81";1;"2020-08-24";7;1;9;59
"81";2;"2020-08-24";2;0;14;66
"82";0;"2020-08-24";4;0;7;44
"82";1;"2020-08-24";3;0;7;24
"82";2;"2020-08-24";1;0;0;20
"83";0;"2020-08-24";58;4;143;1029
"83";1;"2020-08-24";30;3;78;580
"83";2;"2020-08-24";28;1;64;447
"84";0;"2020-08-24";10;4;39;273
"84";1;"2020-08-24";8;4;27;142
"84";2;"2020-08-24";2;0;12;131
"85";0;"2020-08-24";7;0;43;279
"85";1;"2020-08-24";3;0;27;150
"85";2;"2020-08-24";4;0;16;128
"86";0;"2020-08-24";2;0;40;151
"86";1;"2020-08-24";1;0;23;83
"86";2;"2020-08-24";1;0;17;68
"87";0;"2020-08-24";1;0;25;135
"87";1;"2020-08-24";0;0;13;63
"87";2;"2020-08-24";1;0;12;71
"88";0;"2020-08-24";12;0;267;746
"88";1;"2020-08-24";6;0;154;371
"88";2;"2020-08-24";6;0;113;374
"89";0;"2020-08-24";10;1;95;409
"89";1;"2020-08-24";7;1;51;202
"89";2;"2020-08-24";3;0;43;206
"90";0;"2020-08-24";2;1;200;564
"90";1;"2020-08-24";2;1;112;304
"90";2;"2020-08-24";0;0;88;260
"91";0;"2020-08-24";251;15;546;2519
"91";1;"2020-08-24";117;10;306;1343
"91";2;"2020-08-24";127;5;237;1164
"92";0;"2020-08-24";524;49;1104;4715
"92";1;"2020-08-24";279;36;639;2550
"92";2;"2020-08-24";241;12;461;2152
"93";0;"2020-08-24";421;19;1020;4097
"93";1;"2020-08-24";235;13;618;2220
"93";2;"2020-08-24";184;6;398;1855
"94";0;"2020-08-24";307;15;1226;4566
"94";1;"2020-08-24";156;11;707;2347
"94";2;"2020-08-24";150;4;506;2186
"95";0;"2020-08-24";223;7;727;2775
"95";1;"2020-08-24";102;5;452;1580
"95";2;"2020-08-24";121;2;275;1186
"971";0;"2020-08-24";11;7;19;90
"971";1;"2020-08-24";8;5;10;48
"971";2;"2020-08-24";3;2;9;42
"972";0;"2020-08-24";11;3;17;99
"972";1;"2020-08-24";7;2;13;54
"972";2;"2020-08-24";4;1;4;45
"973";0;"2020-08-24";88;15;52;1440
"973";1;"2020-08-24";41;9;37;606
"973";2;"2020-08-24";46;6;15;833
"974";0;"2020-08-24";47;8;7;195
"974";1;"2020-08-24";31;5;3;104
"974";2;"2020-08-24";15;3;4;91
"976";0;"2020-08-24";6;1;28;438
"976";1;"2020-08-24";4;1;18;203
"976";2;"2020-08-24";2;0;10;230
"01";0;"2020-08-25";27;2;105;460
"01";1;"2020-08-25";15;2;61;234
"01";2;"2020-08-25";12;0;44;224
"02";0;"2020-08-25";42;2;286;1124
"02";1;"2020-08-25";28;1;172;496
"02";2;"2020-08-25";14;1;112;626
"03";0;"2020-08-25";3;0;41;206
"03";1;"2020-08-25";2;0;22;87
"03";2;"2020-08-25";1;0;19;118
"04";0;"2020-08-25";6;1;13;133
"04";1;"2020-08-25";4;1;9;56
"04";2;"2020-08-25";2;0;4;77
"05";0;"2020-08-25";3;2;19;140
"05";1;"2020-08-25";1;1;9;74
"05";2;"2020-08-25";2;1;10;66
"06";0;"2020-08-25";71;8;194;866
"06";1;"2020-08-25";42;6;101;425
"06";2;"2020-08-25";29;2;92;426
"07";0;"2020-08-25";12;1;115;442
"07";1;"2020-08-25";6;1;81;215
"07";2;"2020-08-25";6;0;33;225
"08";0;"2020-08-25";2;0;60;220
"08";1;"2020-08-25";0;0;37;103
"08";2;"2020-08-25";2;0;22;115
"09";0;"2020-08-25";0;0;2;34
"09";1;"2020-08-25";0;0;2;16
"09";2;"2020-08-25";0;0;0;18
"10";0;"2020-08-25";23;0;137;643
"10";1;"2020-08-25";13;0;88;335
"10";2;"2020-08-25";10;0;49;305
"11";0;"2020-08-25";6;1;59;237
"11";1;"2020-08-25";6;1;42;124
"11";2;"2020-08-25";0;0;17;113
"12";0;"2020-08-25";3;1;24;151
"12";1;"2020-08-25";2;1;15;70
"12";2;"2020-08-25";1;0;9;81
"13";0;"2020-08-25";192;23;578;3804
"13";1;"2020-08-25";119;17;328;1938
"13";2;"2020-08-25";69;6;249;1830
"14";0;"2020-08-25";5;0;84;350
"14";1;"2020-08-25";3;0;58;166
"14";2;"2020-08-25";2;0;26;184
"15";0;"2020-08-25";2;0;9;53
"15";1;"2020-08-25";2;0;6;30
"15";2;"2020-08-25";0;0;3;23
"16";0;"2020-08-25";1;0;13;61
"16";1;"2020-08-25";1;0;8;39
"16";2;"2020-08-25";0;0;5;22
"17";0;"2020-08-25";3;1;51;153
"17";1;"2020-08-25";2;1;33;85
"17";2;"2020-08-25";1;0;18;68
"18";0;"2020-08-25";1;0;85;205
"18";1;"2020-08-25";0;0;41;101
"18";2;"2020-08-25";1;0;44;103
"19";0;"2020-08-25";3;0;37;159
"19";1;"2020-08-25";3;0;28;85
"19";2;"2020-08-25";0;0;9;74
"21";0;"2020-08-25";4;1;251;957
"21";1;"2020-08-25";3;1;144;436
"21";2;"2020-08-25";1;0;107;517
"22";0;"2020-08-25";6;0;40;231
"22";1;"2020-08-25";3;0;24;108
"22";2;"2020-08-25";3;0;16;123
"23";0;"2020-08-25";1;1;15;85
"23";1;"2020-08-25";1;1;8;48
"23";2;"2020-08-25";0;0;7;37
"24";0;"2020-08-25";1;0;14;98
"24";1;"2020-08-25";0;0;7;54
"24";2;"2020-08-25";1;0;7;44
"25";0;"2020-08-25";3;1;152;642
"25";1;"2020-08-25";1;0;87;330
"25";2;"2020-08-25";2;1;64;312
"26";0;"2020-08-25";6;1;128;541
"26";1;"2020-08-25";4;0;78;289
"26";2;"2020-08-25";2;1;50;252
"27";0;"2020-08-25";14;0;85;273
"27";1;"2020-08-25";8;0;41;127
"27";2;"2020-08-25";6;0;44;145
"28";0;"2020-08-25";9;1;145;602
"28";1;"2020-08-25";8;1;73;294
"28";2;"2020-08-25";1;0;70;291
"29";0;"2020-08-25";6;0;44;197
"29";1;"2020-08-25";1;0;28;112
"29";2;"2020-08-25";5;0;16;82
"2A";0;"2020-08-25";4;0;48;148
"2A";1;"2020-08-25";2;0;27;64
"2A";2;"2020-08-25";2;0;21;84
"2B";0;"2020-08-25";5;2;11;108
"2B";1;"2020-08-25";4;1;6;59
"2B";2;"2020-08-25";1;1;5;49
"30";0;"2020-08-25";11;2;98;378
"30";1;"2020-08-25";4;1;51;193
"30";2;"2020-08-25";7;1;47;185
"31";0;"2020-08-25";36;4;77;715
"31";1;"2020-08-25";21;2;48;407
"31";2;"2020-08-25";15;2;29;307
"32";0;"2020-08-25";3;0;23;88
"32";1;"2020-08-25";3;0;14;47
"32";2;"2020-08-25";0;0;9;40
"33";0;"2020-08-25";42;9;163;1018
"33";1;"2020-08-25";29;7;82;508
"33";2;"2020-08-25";13;2;81;506
"34";0;"2020-08-25";19;4;123;758
"34";1;"2020-08-25";14;3;71;390
"34";2;"2020-08-25";5;1;52;364
"35";0;"2020-08-25";33;5;89;507
"35";1;"2020-08-25";15;1;46;282
"35";2;"2020-08-25";18;4;43;223
"36";0;"2020-08-25";8;1;82;193
"36";1;"2020-08-25";5;1;43;86
"36";2;"2020-08-25";3;0;39;106
"37";0;"2020-08-25";9;1;93;379
"37";1;"2020-08-25";6;0;61;170
"37";2;"2020-08-25";3;1;32;208
"38";0;"2020-08-25";23;3;153;732
"38";1;"2020-08-25";6;1;88;354
"38";2;"2020-08-25";16;2;65;370
"39";0;"2020-08-25";0;0;60;328
"39";1;"2020-08-25";0;0;30;144
"39";2;"2020-08-25";0;0;30;183
"40";0;"2020-08-25";2;0;13;76
"40";1;"2020-08-25";1;0;7;44
"40";2;"2020-08-25";1;0;6;32
"41";0;"2020-08-25";11;0;64;332
"41";1;"2020-08-25";7;0;36;167
"41";2;"2020-08-25";4;0;28;164
"42";0;"2020-08-25";46;2;248;1022
"42";1;"2020-08-25";30;2;169;527
"42";2;"2020-08-25";16;0;79;495
"43";0;"2020-08-25";2;1;18;108
"43";1;"2020-08-25";1;1;11;43
"43";2;"2020-08-25";1;0;7;65
"44";0;"2020-08-25";21;4;168;768
"44";1;"2020-08-25";13;3;101;392
"44";2;"2020-08-25";8;1;67;375
"45";0;"2020-08-25";28;6;104;662
"45";1;"2020-08-25";18;5;65;336
"45";2;"2020-08-25";10;1;39;325
"46";0;"2020-08-25";1;0;22;70
"46";1;"2020-08-25";0;0;10;35
"46";2;"2020-08-25";1;0;12;35
"47";0;"2020-08-25";10;1;11;85
"47";1;"2020-08-25";3;1;10;45
"47";2;"2020-08-25";7;0;1;40
"48";0;"2020-08-25";1;0;1;24
"48";1;"2020-08-25";0;0;1;13
"48";2;"2020-08-25";1;0;0;11
"49";0;"2020-08-25";23;4;143;676
"49";1;"2020-08-25";13;3;90;333
"49";2;"2020-08-25";9;0;53;342
"50";0;"2020-08-25";11;0;50;169
"50";1;"2020-08-25";7;0;24;87
"50";2;"2020-08-25";4;0;26;80
"51";0;"2020-08-25";46;5;273;1040
"51";1;"2020-08-25";21;1;159;500
"51";2;"2020-08-25";25;4;112;533
"52";0;"2020-08-25";18;0;90;260
"52";1;"2020-08-25";4;0;43;129
"52";2;"2020-08-25";12;0;47;130
"53";0;"2020-08-25";15;2;47;239
"53";1;"2020-08-25";8;1;28;113
"53";2;"2020-08-25";7;1;19;125
"54";0;"2020-08-25";41;0;365;1263
"54";1;"2020-08-25";16;0;215;616
"54";2;"2020-08-25";24;0;150;639
"55";0;"2020-08-25";1;0;103;504
"55";1;"2020-08-25";1;0;57;251
"55";2;"2020-08-25";0;0;46;253
"56";0;"2020-08-25";17;1;96;443
"56";1;"2020-08-25";11;1;60;236
"56";2;"2020-08-25";6;0;36;206
"57";0;"2020-08-25";92;3;854;2574
"57";1;"2020-08-25";51;2;485;1292
"57";2;"2020-08-25";41;1;364;1273
"58";0;"2020-08-25";1;0;28;99
"58";1;"2020-08-25";0;0;16;34
"58";2;"2020-08-25";1;0;12;65
"59";0;"2020-08-25";147;18;676;2696
"59";1;"2020-08-25";73;13;359;1327
"59";2;"2020-08-25";71;4;313;1362
"60";0;"2020-08-25";133;1;421;1216
"60";1;"2020-08-25";63;0;239;592
"60";2;"2020-08-25";70;1;182;621
"61";0;"2020-08-25";15;1;43;258
"61";1;"2020-08-25";8;0;28;107
"61";2;"2020-08-25";6;1;15;150
"62";0;"2020-08-25";92;11;322;1434
"62";1;"2020-08-25";47;8;177;691
"62";2;"2020-08-25";43;3;144;732
"63";0;"2020-08-25";16;1;45;187
"63";1;"2020-08-25";10;1;27;96
"63";2;"2020-08-25";6;0;18;91
"64";0;"2020-08-25";2;0;27;233
"64";1;"2020-08-25";0;0;20;122
"64";2;"2020-08-25";2;0;7;110
"65";0;"2020-08-25";7;0;27;162
"65";1;"2020-08-25";3;0;14;77
"65";2;"2020-08-25";4;0;13;85
